"Id","Subject","OwnerId","ActivityDate","CompletedDateTime","CreatedDate","Status","Number_of_days_overdue__c","Task_Category__c"
"00TOJ00000hP50p2AC","Email: Your note insights are ready! Stephanie Status Update","005OJ00000CwzAfYAJ","2025-09-30","2025-09-30T19:48:29.000Z","2025-09-30T19:48:29.000Z","Completed","0.0",""
"00TOJ00000hZwtO2AS","Email: Your note insights are ready! Portfolio Review and Staff Development","005OJ00000CwzAfYAJ","2025-10-02","2025-10-02T19:08:30.000Z","2025-10-02T19:08:30.000Z","Completed","0.0",""
"00TOJ00000hgVLC2A2","Email: Your call insights are ready! Client Meeting: Hayley Waldman, Andrew Pink & Nicole De Munck (2025-10-03, 2:00 p.m.)","005OJ00000CwzAfYAJ","2025-10-03","2025-10-03T18:35:28.000Z","2025-10-03T18:35:28.000Z","Completed","0.0",""
"00TOJ00000hj4t92AA","Email: Your call insights are ready! McCarthy re; health book (2025-10-04, 10:00 a.m.)","005OJ00000CwzAfYAJ","2025-10-04","2025-10-04T14:46:25.000Z","2025-10-04T14:46:25.000Z","Completed","0.0",""
"00TOJ00000hqLse2AE","Email: Your in person meeting insights are ready: Task Management Training Overview (2025-10-06, 3:24 p.m.)","005OJ00000CwzAfYAJ","2025-10-06","2025-10-06T19:33:06.000Z","2025-10-06T19:33:06.000Z","Completed","0.0",""
"00TOJ00000hzjdU2AQ","NEW-Sheree Cora INVT","005Hs00000CkSZ5IAN","2025-11-26","2025-11-26T15:39:20.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000hzjdV2AQ","TRIN-Laurel Lawry - RESP","005Hs00000CkSZ5IAN","2025-12-12","","2025-10-08T13:42:01.000Z","Not Started","0.0","TRIN"
"00TOJ00000hzjdW2AQ","RQ-Jeselon - Financial Planning","005Hs00000CkSZ5IAN","2026-01-26","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000hzjdX2AQ","TRIN-Hill-6C55WDA-$102,000-HY","005Hs00000CkSZ5IAN","2025-11-07","2025-11-07T20:59:48.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","TRIN"
"00TOJ00000hzjdY2AQ","TRIN-Hill-6C55WN0-$20,000-HY","005Hs00000CkSZ5IAN","2025-12-23","","2025-10-08T13:42:01.000Z","Not Started","0.0","TRIN"
"00TOJ00000hzjdZ2AQ","RQ-Smallhorn-Third Party Online Access","005Hs00000CkSZ5IAN","2025-11-18","2025-11-18T20:49:27.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000hzjdc2AA","TRIN-Sewell-6C56HUS-$525,000","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:17:38.000Z","2025-10-08T13:42:01.000Z","Completed","27.0","TRIN"
"00TOJ00000hzjdd2AA","RQ-Sewell-6C55D4S-Beneficiary Designation TCP","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:14:51.000Z","2025-10-08T13:42:01.000Z","Completed","27.0","RQ"
"00TOJ00000hzjde2AA","RQ-Pink-Beneficiary Designation","005Hs00000CkSZ5IAN","2025-12-15","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000hzjdf2AA","RQ-Shapransky Mozer - Financial Plan","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:14:59.000Z","2025-10-08T13:42:01.000Z","Completed","27.0","RQ"
"00TOJ00000hzjdg2AA","RQ-Mary Jane Lovering","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:14:33.000Z","2025-10-08T13:42:01.000Z","Completed","27.0","RQ"
"00TOJ00000hzjdh2AA","RQ - Asset Activity","005Hs00000CkSZ5IAN","2025-10-03","2025-10-29T15:12:00.000Z","2025-10-08T13:42:01.000Z","Completed","26.0","RQ"
"00TOJ00000hzjdi2AA","RQ-Communication Summary Update","005Hs00000CkSZ5IAN","2025-10-09","2025-10-29T15:13:23.000Z","2025-10-08T13:42:01.000Z","Completed","20.0","RQ"
"00TOJ00000hzjdj2AA","RQ - Hill Foundations - Quarterly Meeting","005Hs00000CkSZ5IAN","2025-10-13","2025-10-29T15:12:43.000Z","2025-10-08T13:42:01.000Z","Completed","16.0","RQ"
"00TOJ00000hzjdk2AA","RQ - RRIF Conversions","005Hs00000CkSZ5IAN","2025-11-17","2025-11-17T19:41:14.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000i07GH2AY","RQ-NBIN Error Invoice","005Hs00000CkSZ5IAN","2025-10-14","2025-10-29T15:14:36.000Z","2025-10-08T13:42:01.000Z","Completed","15.0","RQ"
"00TOJ00000i07GI2AY","RQ-Communication Summary Update","005Hs00000CkSZ5IAN","2025-10-15","2025-10-29T15:13:26.000Z","2025-10-08T13:42:01.000Z","Completed","14.0","RQ"
"00TOJ00000i07GJ2AY","RQ-Trichilo-6C55BVB-GE Dividend EFT","005Hs00000CkSZ5IAN","2025-10-17","2025-10-29T15:15:32.000Z","2025-10-08T13:42:01.000Z","Completed","12.0","RQ"
"00TOJ00000i07GK2AY","RQ-Small balance clean up","005Hs00000CkSZ5IAN","2025-10-26","2025-10-29T15:15:15.000Z","2025-10-08T13:42:01.000Z","Completed","3.0","RQ"
"00TOJ00000i07GM2AY","RQ - Asset Activity","005Hs00000CkSZ5IAN","2025-10-27","2025-10-29T15:12:41.000Z","2025-10-08T13:42:01.000Z","Completed","2.0","RQ"
"00TOJ00000i07GN2AY","RQ-Trichilo-6C55BVB-GE Dividend EFT","005Hs00000CkSZ5IAN","2025-10-28","2025-10-29T15:15:35.000Z","2025-10-08T13:42:01.000Z","Completed","1.0","RQ"
"00TOJ00000i07GO2AY","RQ-Monthly Inflow Outflow Tracker Update","005Hs00000CkSZ5IAN","2025-11-06","2025-11-06T17:13:25.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000i07GP2AY","RQ-Mother Teresa-Quarterly Meetings","005Hs00000CkSZ5IAN","2025-12-05","2025-12-05T14:24:30.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000i07GQ2AY","RQ-One Life-Quarterly Meetings","005Hs00000CkSZ5IAN","2025-12-05","2025-12-05T14:24:40.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000i07GR2AY","RQ - Carmody - RESP letters","005Hs00000CkSZ5IAN","2025-12-18","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GS2AY","RQ-Mary Jane Lovering","005Hs00000CkSZ5IAN","2025-12-31","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GT2AY","RQ-Western Surety Company Annual Audit","005Hs00000BdOuBIAV","2025-12-31","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GU2AY","RQ-Western Surety Quarterly Compliance Letter","005Hs00000BdOuBIAV","2025-12-31","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GV2AY","RQ - Derry Decter RRSP Contribution","005Hs00000CkSZ5IAN","2026-01-11","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GW2AY","CW-Decter-6C56FSA-$30,000-3","005Hs00000CkSZ5IAN","2026-01-14","","2025-10-08T13:42:01.000Z","Not Started","0.0","CW"
"00TOJ00000i07GX2AY","RQ- Annual Reports CRM Requirement","005Hs00000BdOuBIAV","2026-02-28","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GY2AY","RQ - McIlroy - Raise Cash","005Hs00000CkSZ5IAN","2026-06-07","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07GZ2AY","CW-Carmody-6C55BFA-$75,000-HY","005Hs00000CkSZ5IAN","2025-10-04","2025-10-29T15:05:50.000Z","2025-10-08T13:42:01.000Z","Completed","25.0","CW"
"00TOJ00000i07Ga2AI","CD-Robson-6C56F0B-$500,000 USD","005Hs00000CkhEXIAZ","2025-11-13","2025-11-13T17:28:20.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","CD"
"00TOJ00000i07Gb2AI","RQ-Wright Fitton - Address Change - 6C5634 | 6C55K4 | 6C56CW | 6C569V","005Hs00000CkSZ5IAN","2025-10-05","2025-10-29T15:16:33.000Z","2025-10-08T13:42:01.000Z","Completed","24.0","RQ"
"00TOJ00000i07Gc2AI","CW-Cappellacci-6C56JDZ-$27,500-Fund 3","005Hs00000CkSZ5IAN","2025-10-05","2025-10-29T15:05:45.000Z","2025-10-08T13:42:01.000Z","Completed","24.0","CW"
"00TOJ00000i07Gd2AI","CW-Lewis-6C55G0W-$10,000-Fund 4","005OJ00000CQRVVYA5","2025-10-05","2025-10-15T17:19:33.000Z","2025-10-08T13:42:01.000Z","Completed","10.0","CW"
"00TOJ00000i07Ge2AI","CW-Vogtle-6C562FZ-$5,000-Fund 4","005OJ00000CQRVVYA5","2025-10-05","2025-10-29T15:05:57.000Z","2025-10-08T13:42:01.000Z","Completed","24.0","CW"
"00TOJ00000i07Gf2AI","CW-MTMS-605178960-$230,000CDN-US","005Hs00000CkSZ5IAN","2025-10-05","2025-10-29T15:05:54.000Z","2025-10-08T13:42:01.000Z","Completed","24.0","CW"
"00TOJ00000i07Gg2AI","TRIN-Lowy-6C56HSS-$252,000","005Hs00000CkSZ5IAN","2025-10-07","2025-10-29T15:17:34.000Z","2025-10-08T13:42:01.000Z","Completed","22.0","TRIN"
"00TOJ00000i07Gh2AI","CW-1504557 Ontario Ltd-6C56F2A-$200,000","005Hs00000CkSZ5IAN","2025-12-09","","2025-10-08T13:42:01.000Z","Not Started","0.0","CW"
"00TOJ00000i07Gi2AI","TRO-Irwin-6C56XNN-$71,623-Fund 4-In Kind","005OJ00000CQRVVYA5","2025-11-24","2025-11-25T15:13:19.000Z","2025-10-08T13:42:01.000Z","Completed","1.0","TRO"
"00TOJ00000i07Gj2AI","TRO-Irwin-6C56XMS-$1,744,829-4-In Kind","005OJ00000CQRVVYA5","2025-11-24","2025-11-25T15:13:02.000Z","2025-10-08T13:42:01.000Z","Completed","1.0","TRO"
"00TOJ00000i07Gk2AI","TRO-Furse-36521459-$769,920-4-In Kind","005Hs00000CkSZ5IAN","2025-10-09","2025-10-29T15:17:42.000Z","2025-10-08T13:42:01.000Z","Completed","20.0","TRO"
"00TOJ00000i07Gl2AI","CW-Horsman-60517814-$100,000","005Hs00000CkSZ5IAN","2025-10-13","2025-10-29T15:05:52.000Z","2025-10-08T13:42:01.000Z","Completed","16.0","CW"
"00TOJ00000i07Gm2AI","TRIN-2445969 ON (Rondina)-6C563Q-$6,000,000","005Hs00000CkSZ5IAN","2025-11-10","2025-11-10T15:25:38.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","TRIN"
"00TOJ00000i07Gn2AI","RQ- Western Surety Quarterly Compliance Letter","005Hs00000BdOuBIAV","2025-11-10","2025-11-11T17:22:30.000Z","2025-10-08T13:42:01.000Z","Completed","1.0","RQ"
"00TOJ00000i07Go2AI","TRIN-Hill-6C55WDA-$20,440-HY","005Hs00000CkSZ5IAN","2025-12-08","","2025-10-08T13:42:01.000Z","Not Started","0.0","TRIN"
"00TOJ00000i07Gp2AI","RQ- Western Surety Monthly Reports","005Hs00000BdOuBIAV","2025-11-07","2025-11-07T16:48:32.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","RQ"
"00TOJ00000i07Gq2AI","RQ - Lyric Pond - 6C56D9 - Account Review","005Hs00000CkSZ5IAN","2025-12-15","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07Gr2AI","RQ-Lucille Roch -Meeting","005OJ00000CQRVVYA5","2025-11-11","","2025-10-08T13:42:01.000Z","Not Started","24.0","RQ"
"00TOJ00000i07Gs2AI","CW-Hill-6C55W5E-$180,000-3","005Hs00000CkSZ5IAN","2025-11-17","2025-11-17T16:17:55.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","CW"
"00TOJ00000i07Gt2AI","CD-Steele-$600,000","005Hs00000CkSZ5IAN","2025-12-10","","2025-10-08T13:42:01.000Z","Not Started","0.0","CD"
"00TOJ00000i07Gu2AI","RQ-Alvarez-6C55R3B-Valnil","005Hs00000CkSZ5IAN","2026-03-09","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07Gv2AI","RQ- Mavash Elmpak - Meeting Notes","005OJ00000CQRVVYA5","2025-12-01","","2025-10-08T13:42:01.000Z","Not Started","4.0","RQ"
"00TOJ00000i07Gw2AI","CW-Beck-6C55T3A-$31,801","005Hs00000CkhEXIAZ","2025-12-03","2025-12-03T14:14:20.000Z","2025-10-08T13:42:01.000Z","Completed","0.0","CW"
"00TOJ00000i07Gx2AI","CW-Jeselon-6C55KQE-$15,000-3","005Hs00000CkSZ5IAN","2025-12-11","","2025-10-08T13:42:01.000Z","Not Started","0.0","CW"
"00TOJ00000i07Gy2AI","TRIN-Hill-6C55WGW-$41,000-Fund 3","005Hs00000CkSZ5IAN","2025-12-22","","2025-10-08T13:42:01.000Z","Not Started","0.0","TRIN"
"00TOJ00000i07Gz2AI","RQ - Caldwell, Clive - Annual ROR","005Hs00000CkSZ5IAN","2026-01-04","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07H02AI","RQ - Caldwell - Annual Meeting","005Hs00000CkSZ5IAN","2026-01-11","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07H12AI","RQ - McGilligan - 6C56R2E - Deposit of Mercury Shares","005Hs00000CkSZ5IAN","2026-01-22","","2025-10-08T13:42:01.000Z","Not Started","0.0","RQ"
"00TOJ00000i07H22AI","TRIN-Hill-6C55WDA-$101,000-HY","005Hs00000CkSZ5IAN","2026-01-25","","2025-10-08T13:42:01.000Z","Not Started","0.0","TRIN"
"00TOJ00000i09V02AI","NEW: Laurel Lawry - RESP","005Hs00000CkSZ5IAN","2025-12-05","","2025-10-08T13:48:46.000Z","Not Started","0.0","NEW"
"00TOJ00000i09V12AI","NEW-15667852 Canada Inc. (Cameron/Tooke)","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:10:23.000Z","2025-10-08T13:48:46.000Z","Completed","27.0","NEW"
"00TOJ00000i09V22AI","NEW-Micah Cameron & Colin Tooke - RESP","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:11:23.000Z","2025-10-08T13:48:46.000Z","Completed","27.0","NEW"
"00TOJ00000i09V42AI","NEW-Alex Strothard","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:10:27.000Z","2025-10-08T13:48:46.000Z","Completed","27.0","NEW"
"00TOJ00000i09V52AI","NEW-Peter Sewell - RRSP | LIRA","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:11:27.000Z","2025-10-08T13:48:46.000Z","Completed","27.0","NEW"
"00TOJ00000i09V62AI","NEW-Mia Hill - Margin","005Hs00000CkSZ5IAN","2025-10-02","2025-10-29T15:11:03.000Z","2025-10-08T13:48:46.000Z","Completed","27.0","NEW"
"00TOJ00000i09V72AI","NEW-Daniel Matheson & Judith Sams","005Hs00000CkSZ5IAN","2025-10-05","2025-10-29T15:12:10.000Z","2025-10-08T13:48:46.000Z","Completed","24.0","NEW"
"00TOJ00000i09V82AI","NEW: Laura Pink","005Hs00000CkSZ5IAN","2025-10-26","2025-10-29T15:11:35.000Z","2025-10-08T13:48:46.000Z","Completed","3.0","NEW"
"00TOJ00000i0htL2AQ","Email: Your call insights are ready! Investment Team (2025-10-08, 10:00 a.m.)","005OJ00000CwzAfYAJ","2025-10-08","2025-10-08T15:08:58.000Z","2025-10-08T15:08:58.000Z","Completed","0.0",""
"00TOJ00000i2nRZ2AY","Email: Your call insights are ready! Client Meeting: Lana Sherman, Michael Decter & Nicole De Munck (2025-10-08, 3:00 p.m.)","005OJ00000CwzAfYAJ","2025-10-08","2025-10-08T19:19:58.000Z","2025-10-08T19:19:58.000Z","Completed","0.0",""
"00TOJ00000i8vEH2AY","CW-Lewis-6C55G0W-$10,000-Fund 4","005OJ00000CQRVVYA5","2025-10-10","2025-10-21T13:35:45.000Z","2025-10-09T18:34:50.000Z","Completed","11.0","CW"
"00TOJ00000iBaJO2A0","Email: Your call insights are ready! McCarthy re; health book (2025-10-10, 9:00 a.m.)","005OJ00000CwzAfYAJ","2025-10-10","2025-10-10T13:30:08.000Z","2025-10-10T13:30:08.000Z","Completed","0.0",""
"00TOJ00000iPViY2AW","Email: Your note insights are ready! Account Review and Conversion Plans","005OJ00000CwzAfYAJ","2025-10-14","2025-10-14T14:11:59.000Z","2025-10-14T14:11:59.000Z","Completed","0.0",""
"00TOJ00000iPWxy2AG","Email: Your note insights are ready! Client Meeting and Investment Plans","005OJ00000CwzAfYAJ","2025-10-14","2025-10-14T14:15:42.000Z","2025-10-14T14:15:42.000Z","Completed","0.0",""
"00TOJ00000iPXYx2AO","Email: Your note insights are ready! Client Account Review Summary","005OJ00000CwzAfYAJ","2025-10-14","2025-10-14T14:00:27.000Z","2025-10-14T14:00:27.000Z","Completed","0.0",""
"00TOJ00000iPxwP2AS","Email: Your note insights are ready! Project Timeline and Resources","005OJ00000CwzAfYAJ","2025-10-14","2025-10-14T14:26:21.000Z","2025-10-14T14:26:21.000Z","Completed","0.0",""
"00TOJ00000iQ1Qd2AK","MC-MacDonald-36521878-4 to 3","005OJ00000CQRVVYA5","2026-01-05","","2025-10-14T14:39:33.000Z","Open","0.0","MC"
"00TOJ00000iQ4jN2AS","Email: Your note insights are ready! Investment Strategy Update","005OJ00000CwzAfYAJ","2025-10-14","2025-10-14T14:35:00.000Z","2025-10-14T14:35:00.000Z","Completed","0.0",""
"00TOJ00000iQjHu2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","","","2025-10-14T15:15:11.000Z","Open","","R-CW(A)"
"00TOJ00000iQjHv2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","2025-11-26","2025-11-26T15:07:26.000Z","2025-10-14T15:15:11.000Z","Completed","0.0","R-CW(A)"
"00TOJ00000iQjHw2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","2026-11-22","","2025-10-14T15:15:11.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iQjHx2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","2027-11-22","","2025-10-14T15:15:11.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iQjHy2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","2028-11-22","","2025-10-14T15:15:11.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iQjHz2AK","R-CW(A) Crow, John 6C56NXT  $253,754.8","005Hs00000CkhEXIAZ","2029-11-22","","2025-10-14T15:15:11.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iSpj62AC","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","","","2025-10-14T17:31:14.000Z","Open","","R-CW(A)"
"00TOJ00000iSpj72AC","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","2025-12-10","","2025-10-14T17:31:14.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iSpj82AC","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","2026-12-10","","2025-10-14T17:31:14.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iSpj92AC","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","2027-12-10","","2025-10-14T17:31:14.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iSpjA2AS","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","2028-12-10","","2025-10-14T17:31:14.000Z","Open","0.0","R-CW(A)"
"00TOJ00000iSpjB2AS","R-CW(A) - Wallin, Pamela 36703194 $152,413.38","005Hs00000CkhEXIAZ","2029-12-10","","2025-10-14T17:31:14.000Z","Open","0.0","R-CW(A)"
